"APN","PROJECT NUMBER","NAME","ADDRESS","SITE_#","COMMUNITY","COUNCIL DISTRICT","DEVELOPMENT STAGE","CONSTRUCTION TYPE","HOUSING TYPE","HCIDLA FUNDED","LEVERAGE","TAX EXEMPT CONDUIT BOND","TDC","PHOTO","JOBS","DEVELOPER","MANAGEMENT COMPANY","CONTACT PHONE"
"6053006926","10-117596","BROADWAY VILLAS","9413 S SPRING ST 101-116 CA 90003","1","VERMONT VISTA","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4,500,000.00","9,221,011.00","1,726,432.00","15,447,443.00","http://hcidapp.lacity.org/mpphotos/10-117596/Photo/Website/Broadway%20Villas.jpg","109","AMCAL Multi-Housing, Inc","JOHN STEWART COMPANY","N/A"
"6032026027","06-117222","WINDWARD APTS (A/B) (SITE 3)","621 W 81ST ST 1-11 CA 90044","3","VERMONT VISTA","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5006008026","15-122551","WEST ANGELES CITY PLACE SENIOR APARTMENTS","5414 S CRENSHAW BLVD CA 90043","1","HYDE PARK","8","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","3,385,000.00","23,782,520.00","0.00","27,167,520.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","236","West Angeles Community Development Corporation","RELATED MANAGEMENT COMPANY","(212) 319-1200"
"6058007004","11-118571","LA PRO II","10311 S WESTERN AVE CA 90047","1","GRAMERCY PLACE","8","READY FOR OCCUPANCY","N/A","N/A","2,000,000.00","31,674,331.00","0.00","33,674,331.00","http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website/LA%20PRO%20II%2010311_S._Western.JPG","208","LA Pro II Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6671"
"6020009032","17-124265","THE POINTE ON VERMONT","7600 S VERMONT AVE CA 90044","1","VERMONT KNOLLS","8","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","12,100,000.00","0.00","0.00","12,100,000.00","http://hcidapp.lacity.org/mpphotos/17-124265/Photo/Website/The%20pointe%205-1-17.JPG",,"EAH INC","EAH INC","(415) 258-1800"
"5036012028","06-117222","WINDWARD APTS (A/B) (SITE 7)","3881 S DENKER AVE CA 90062","7","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6032020018","06-117222","WINDWARD APTS (A/B) (SITE 18)","621 W 84TH ST 1-5 CA 90044","18","VERMONT VISTA","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"4006020022","14-121640","SILVER STAR APARTMENTS/FKA WEST VILLAS","6570 S WEST BLVD CA 90043","1","HYDE PARK","8","READY FOR OCCUPANCY","DEMO/NEW CONSTRUCTION","SPECIAL NEEDS","2,519,384.00","17,666,601.00","0.00","20,185,985.00","http://hcidapp.lacity.org/mpphotos/14-121640/Photo/Website/P6060046.png","146","A Community of Friends","BARKER MANAGEMENT INC.","(714) 533-3450"
"5037020015","07-117233","HDR I & II (SITE 3)","1063 W 39TH PL CA 90037","3","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"5037020016","30159","INGRAM PRESERVATION (SITE 7)","1075 W 39TH PL CA 90037","7","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site7/IngramPres_107539th.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"6051010029","60059","IMANI FE EAST & WEST (SITE 2)","10345 S CENTRAL AVE 1-43 CA 90002","2","GREEN MEADOWS","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,001,178.00","31,661,768.00","0.00","37,662,946.00","http://hcidapp.lacity.org/mpphotos/060059/Photo/Website%20Site2/imani%20fe%20West.png","242","Grant Housing & Econ Dev Corp","AEGON ASSET MANAGEMENT","N/A"
"6071001013","06-117222","WINDWARD APTS (A/B) (SITE 14)","636 E 108TH ST 1-4 CA 90059","14","CENTURY PALMS/COVE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"6075020013","05-117193","LEEWARD APTS. (SITE 2)","10915 S FIGUEROA ST CA 90061","2","FIGUEROA PARK SQUARE","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5037007026","30159","INGRAM PRESERVATION (SITE 6)","1225 W 39TH PL CA 90037","6","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","LARGE FAMILY / WAIVER REQUIRED","4,900,000.00","6,637,761.00","2,790,000.00","14,327,761.00","http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site6/39th%20Place%20%202.png","21","W.O.R.K.S.,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5053012035","70172","TWO WORLD APARTMENTS (SITE 5)","2625 S HARVARD BLVD CA 90018","5","ADAMS-NORMANDIE","8","READY FOR OCCUPANCY","REHAB","SENIORS","3,225,000.00","17,094,146.00","0.00","20,319,146.00","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site5/Two%20Worlds%202625%20S.%20Harvard%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5021032032","16-123326","FLORENCE MOREHOUSE (SITE 2)","1750 W MARTIN LUTHER KING, JR BLVD CA 90062","2","WEST VERNON","8","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","3,014,663.00","12,913,795.00","1,377,000.00","17,305,458.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Century Affordable Development Inc","N/A","N/A"
"6053022021","09-117382","MILAN TOWN HOMES","10006 S BROADWAY CA 90003","1","VERMONT VISTA","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1,600,000.00","6,340,418.00","0.00","7,940,418.00","http://hcidapp.lacity.org/mpphotos/09-117382/Photo/Website/milan10006sbroad_010-.png","77","Abhay Gokhani Corporation","MILAN TOWN HOMES LLC","(323) 645-6611"
"5037015030","15-122552","ROLLAND CURTIS WEST","1077 W 38TH ST CA 90037","1","EXPOSITION PARK","8","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5,300,000.00","27,498,802.00","2,756,800.00","35,555,602.00","http://hcidapp.lacity.org/mpphotos/15-122552/Photo/Website/017.JPG",,"Abode Communities","ABODE COMMUNITIES","(213) 629-2702"
"5042027012","05-117193","LEEWARD APTS. (SITE 6)","1811 W 36TH PL CA 90018","6","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5005031026","18-125019","WESTERN AVENUE APARTMENTS","5501 S WESTERN AVE CA 90062","1","WEST VERNON","8","UNDERCONSTRUCTION","REHAB","SPECIAL NEEDS","4,660,033.00","6,780,346.00","0.00","11,440,379.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Figueroa Economical Housing Development Corporation","STEP UP ON SECOND, INC.","(310) 576-1308 x1646"
"5037009012","06-117222","WINDWARD APTS (A/B) (SITE 6)","1253 W 39TH ST CA 90037","6","EXPOSITION PARK","8","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5114014020","14-121652","FLORENCE MILLS (SITE 5)","1037 E MARTIN LUTHER KING, JR BLVD CA 90011","5","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5119011019","13-120909","ROBERTA STEPHENS VILLAS I & II (RECAP) (SITE 2)","1113 E 27TH ST CA 90011","2","CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","3,360,040.00","1,995,093.00","5,355,133.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","32","CP Preservation Housing, LLC","CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES","(323) 846-2500"
"5123011023","06-117222","WINDWARD APTS (A/B) (SITE 10)","710 W 30TH ST CA 90007","10","UNIVERSITY PARK","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5110027025","10113","BROADWAY VILLAGE II","5101 S BROADWAY 1-50 CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1,987,378.00","10,017,311.00","0.00","12,004,689.00","http://hcidapp.lacity.org/mpphotos/010113/Photo/Website/CD_9_-_Broadway_Village_II_-_010113[1].png","53","BEYOND SHELTER HOUSING,","WNC & ASSOCIATES, INC.","(213) 251-2111"
"6022020032","06-117222","WINDWARD APTS (A/B) (SITE 15)","7512 S SAN PEDRO ST 1-4 CA 90003","15","FLORENCE-FIRESTONE","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5110025032","10-117556","SUNRISE APARTMENTS","5125 S MAIN ST 1-46 CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2,202,568.00","11,040,406.00","0.00","13,242,974.00","http://hcidapp.lacity.org/mpphotos/10-117556/Photo/Website/10-117556.JPG","91","AMCAL Multi-Housing, Inc(App)","THE JOHN STEWART COMPANY","(213) 787-2710"
"5019025048","15-122043","GILBERT LINDSAY RECAP","601 W 40TH PL CA 90037","1","WEST VERNON","9","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","0.00","29,918,923.20","21,428,225.00","51,347,148.20","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","N/A"
"5119001028","40072","CENTRAL VILLAGE APTS.","1315 E 21ST ST 201-221 CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,762,655.00","21,148,534.00","2,570,000.00","26,481,189.00","http://hcidapp.lacity.org/mpphotos/040072/Photo/Website/CD%209%20-%20Central%20Village.JPG","162","BEYOND SHELTER HDC,(App)","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"6006006026","30157","MAIN STREET VISTAS","5950 Main ST  Los Angeles, CA 90003","1","FLORENCE-FIRESTONE","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,444,000.00","12,079,680.00","0.00","14,523,680.00","http://hcidapp.lacity.org/mpphotos/030157/Photo/Website/CD%209%20-%20Main%20St.%20Vistas.jpg","92","MAIN STREET VISTAS,","MONROE GROUP LTD., PROFESSIONAL PROPERTY MANAGEMENT","(303) 322-8888"
"6012009902","18-124723","RESIDENCES ON MAIN","6901 S MAIN ST CA 90003","1","FLORENCE-FIRESTONE","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","21,560,000.00","1,041,000.00","0.00","22,601,000.00","http://hcidapp.lacity.org/mpphotos/18-124723/Photo/Website/Res.%20on%20main.JPG",,"Residences on Main, L.P.","THE JOHN STEWART COMPANY","(213) 878-2700"
"5055027031","07-117233","HDR I & II (SITE 5)","2714 S ORCHARD AVE CA 90007","5","UNIVERSITY PARK","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"6022009004","05-117217","LEXINGTON APARTMENTS A/B (SITE 7)","7219 S SAN PEDRO ST CA 90003","7","FLORENCE-FIRESTONE","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5110016027","18-125037","BROADWAY APARTMENTS","301 W 49TH ST 1-30 CA 90037","1","SOUTH PARK","9","UNDERCONSTRUCTION","REHAB","SPECIAL NEEDS","4,443,480.00","0.00","0.00","4,443,480.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Figueroa Economical Housing Development Corporation","STEP UP ON SECOND, INC.","(310) 576-1308"
"5131006005","14-121613","WASHINGTON 722 TOD","722 E WASHINGTON BLVD CA 90011","1","WHOLESALE DISTRICT","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,280,000.00","23,788,431.00","0.00","26,068,431.00","http://hcidapp.lacity.org/mpphotos/14-121613/Photo/Website/P9080222.png","198","Meta Housing Corporation","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5131008039","05-117217","LEXINGTON APARTMENTS A/B (SITE 13)","1151 E 20TH ST CA 90011","13","WHOLESALE DISTRICT","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5020031021","16-123080","WEST A HOMES (RECAP)","4080 S VERMONT AVE CA 90037","1","WEST VERNON","9","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","0.00","4,809,923.00","5,000,000.00","9,809,923.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"VHJS, L.L.C","BARKER MANAGEMENT","(714) 533-3450"
"5019026009","17-124314","RISE APARTMENTS","4050 S FIGUEROA ST CA 90037","1","SOUTH PARK","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","12,000,000.00","0.00","0.00","12,000,000.00","http://hcidapp.lacity.org/mpphotos/17-124314/Photo/Website/RISE%20apartments%204-16-17.JPG",,"Single Room Occupancy Housing Corporation","SINGLE ROOM OCCUPANCY HOUSING CORPORATION","(213) 229-9640"
"5001033033","11-117735","FIGUEROA APARTMENTS","5216 S FIGUEROA ST CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/11-117735/Photo/Website/figueroa_apartments_654_250hm.jpg","19","COALITION FOR RESPONSIBLE COMM. DEVELOPMENT,","COMMUNITY HOUSING MANAGEMENT SERVICES","(562) 597-6200 x242"
"5119005012","05-117217","LEXINGTON APARTMENTS A/B (SITE 14)","1317 E 23RD ST CA 90011","14","CENTRAL","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5120009017","80071","36TH STREET AND BROADWAY APARTMENTS (SITE 2)","161 E 36TH ST CA 90011","2","CENTRAL","9","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","2,938,772.00","8,338,570.00","0.00","11,277,342.00","http://hcidapp.lacity.org/mpphotos/080071/Photo/Website%20Site2/36th-st--broadway---36th-st_250h.jpg","65","Gubb and Barshay","ABODE COMMUNITIES (FORMERLY LACDC)","(213) 225-2812"
"5114014031","14-121652","FLORENCE MILLS (SITE 6)","1047 E MARTIN LUTHER KING, JR BLVD CA 90011","6","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5108022001","13-120913","ONE WILKINS PLACE (RECAP)","1071 E 48th ST  Los Angeles, CA 90011","1","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","3,657,261.00","1,174,874.00","4,832,135.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","17","CP Preservation Housing, LLC","CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES","N/A"
"6030011028","05-117193","LEEWARD APTS. (SITE 14)","8318 S MAIN ST CA 90003","14","FLORENCE-FIRESTONE","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,103,994.00","10,208,936.00","17,312,930.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5115018900","11-117837","DUNBAR VILLAGE (SITE 3)","4251 S CENTRAL AVE CA 90011","3","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","12,019,660.00","17,563,532.00","0.00","29,583,192.00","http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website%20Site3/Dunbar2[1].jpg","215","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"5131026028","70018","ADAMS AND CENTRAL MIX-USE","1011 E ADAMS BLVD 1-80 CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5,788,800.00","25,260,320.00","0.00","31,049,120.00","http://hcidapp.lacity.org/mpphotos/070018/Photo/Website/CD%209%20-%20Adams%20&%20Central%20Mixed.jpg","281","META HOUSING CORPORATION,","META HOUSING CORPORATION","(310) 575-3543"
"5017027032","10-117605","VERMONT AVENUE APARTMENTS","4915 S VERMONT AVE 1-49 CA 90037","1","VERMONT SQUARE","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,017,456.00","15,172,897.00","0.00","18,190,353.00","http://hcidapp.lacity.org/mpphotos/10-117605/Photo/Website/10-117605.JPG","142","Meta Housing Corp.","SOLARI ENTERPRISES INC.","(714) 282-2520 x201"
"5114014009","14-121652","FLORENCE MILLS","1036 E 35TH ST CA 90011","1","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5103023033","13-119723","CENTRAL AVENUE VILLAGE SQUARE (RECAP)","1060 E 53RD ST CA 90011","1","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","5,034,266.00","3,007,104.00","8,041,370.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","51","CP Preservation Housing, LLC","CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES","N/A"
"6004015900","13-119709","PARK PLAZA (PLAZA VERMONT)","960 W 62ND PL CA 90044","1","HARVARD PARK","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","8,518,000.00","7,042,910.00","2,397,110.00","17,958,020.00","http://hcidapp.lacity.org/mpphotos/13-119709/Photo/Website/150_3038.png","87","THOMAS SAFRAN & ASSOCIATES DEVELOPMENT, INC.","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"6031019008","06-117222","WINDWARD APTS (A/B) (SITE 19)","120 W 78TH ST 1-4 CA 90003","19","FLORENCE-FIRESTONE","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5018037015","60007","CASA DE ANGELES","4900 S FIGUEROA ST 1-49 CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,473,280.00","12,884,573.00","0.00","16,357,853.00","http://hcidapp.lacity.org/mpphotos/060007/Photo/Website/CD%209%20-%20Casa%20de%20Angeles.jpg","105","AMCAL CASA DE ANGELES FUND, L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"5128022009","10-117457","THE 28TH ST APARTMENTS/FKA THE 28TH ST YMCA","1006 E 28TH ST 1-49 CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","BOTH REHAB AND NEW CONSTRUCTION","SRO","3,287,944.00","18,200,934.00","0.00","21,488,878.00","http://hcidapp.lacity.org/mpphotos/10-117457/Photo/Website/10-117457.JPG","216","Clifford Beers Housing, Inc","LEVINE MANAGEMENT GROUP","(310) 730-3925"
"5020032019","16-123080","WEST A HOMES (RECAP) (SITE 2)","4100 S VERMONT AVE CA 90037","2","WEST VERNON","9","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","0.00","4,809,923.00","5,000,000.00","9,809,923.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"VHJS, L.L.C","BARKER MANAGEMENT","(714) 533-3450"
"5001033033","11-117735","FIGUEROA APARTMENTS","5216 S FIGUEROA ST CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","987,637.00","3,784,378.00","0.00","4,772,015.00","http://hcidapp.lacity.org/mpphotos/11-117735/Photo/Website/figueroa_apartments_654_250hm.jpg","19","COALITION FOR RESPONSIBLE COMM. DEVELOPMENT,","COMMUNITY HOUSING MANAGEMENT SERVICES","(562) 597-6200 x242"
"5020025015","07-117233","HDR I & II (SITE 2)","1040 W 43RD ST CA 90037","2","WEST VERNON","9","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"5020027008","70172","TWO WORLD APARTMENTS (SITE 6)","1048 W 42ND ST CA 90037","6","WEST VERNON","9","READY FOR OCCUPANCY","REHAB","SENIORS","3,225,000.00","17,094,146.00","0.00","20,319,146.00","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site6/Two%20Worlds%201048%20W%2042nd%20St.%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5114015049","15-122537","PAUL WILLIAMS FAMILY APARTMENTS","1010 E JEFFERSON BLVD  LOS ANGELES, CA 90011","1","CENTRAL","9","READY FOR OCCUPANCY","BOTH REHAB AND NEW CONSTRUCTION","FAMILY","5,920,435.37","17,345,555.00","0.00","23,265,990.37","http://hcidapp.lacity.org/mpphotos/15-122537/Photo/Website/Paul%20Williams%201.jpg","192","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5108021026","13-120914","JUANITA TATE LEGACY TOWERS (RECAP)","4827 S CENTRAL AVE 1-118 CA 90011","1","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","14,005,346.00","10,291,153.00","24,296,499.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","92","CP Preservation Housing, LLC","CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES","N/A"
"5110015013","80071","36TH STREET AND BROADWAY APARTMENTS","4777 S BROADWAY CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","2,938,772.00","8,338,570.00","0.00","11,277,342.00","http://hcidapp.lacity.org/mpphotos/080071/Photo/Website/080071b.JPG","65","Gubb and Barshay","ABODE COMMUNITIES (FORMERLY LACDC)","(213) 225-2812"
"5115019908","11-117837","DUNBAR VILLAGE (SITE 2)","4201 S CENTRAL AVE CA 90011","2","VERNON CENTRAL","9","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","12,019,660.00","17,563,532.00","0.00","29,583,192.00","http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website%20Site2/dunbar4914_005%20copy.png","215","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"5114014007","14-121652","FLORENCE MILLS (SITE 2)","1046 E 35TH ST CA 90011","2","CENTRAL","9","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","9,389,115.63","35,861,422.00","0.00","45,250,537.63","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","226","Hollywood Community Housing Corporation","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5123001900","18-124729","CASA DE ROSAS CAMPUS","2600 S HOOVER ST CA 90007","1","UNIVERSITY PARK","9","UNDERCONSTRUCTION","REHAB","SPECIAL NEEDS","7,920,000.00","2,560,162.35","0.00","10,480,162.35","http://hcidapp.lacity.org/mpphotos/18-124729/Photo/Website/Casa%20de%20Rosas.JPG",,"WARD Economic Development Corporation","TELACU","(323) 838-8556"
"5018034019","40050","MANSI TOWN HOMES","4520 S FIGUEROA ST 1-21 CA 90037","1","SOUTH PARK","9","READY FOR OCCUPANCY","N/A","N/A","892,500.00","4,654,752.00","0.00","5,547,252.00","http://hcidapp.lacity.org/mpphotos/040050/Photo/Website/CD%209%20-%20Mansi%20Town%20Homes%20-%20040050.jpg","40","MANSI TOWN HOMES L.P.,","MANSI TOWN HOMES L.P.,","(323) 465-6611"
"5001021032","14-120872","FIGUEROA SENIOR HOUSING (RECAP)","5503 S FIGUEROA ST CA 90037","1","WEST VERNON","9","READY FOR OCCUPANCY","N/A","N/A","0.00","4,001,864.00","1,584,000.00","5,585,864.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","29","CP Preservation Housing, LLC","SOLARI ENTERPRISES, INC.","N/A"
